NAME,MASS,MASS_SINI,SEMI_MAJOR_AXIS,ORBITAL_PERIOD,ECCENTRICITY,OMEGA,TIME_PERIAPSE,PLANETARY_RADIUS,INCLINATION,DETECTION_TYPE,STAR_MASS,STAR_AGE,STAR_TEMP,STAR_RADIUS,STAR_METALLICITY
HIP 14810 b,3.88,3.88,0.0692,6.6738550000000005,0.1427,159.32,3694.598,,,Radial Velocity,0.99,,5485.0,1.0,0.26
HIP 14810 c,1.28,1.28,0.545,147.73,0.16399999999999998,329.0,4672.24,,,Radial Velocity,0.99,,5485.0,1.0,0.26
HIP 14810 d,0.57,0.57,1.89,962.0,0.17300000000000001,286.0,4317.198,,,Radial Velocity,0.99,,5485.0,1.0,0.26
HIP 35173 b,0.04,0.04,0.217,41.516000000000005,0.16,10.73,,,,Radial Velocity,0.79,,4881.0,,
HIP 38939 B,38.0,,1630.0,,,,,,,Imaging,,0.9,4683.0,,0.3
HIP 41378 b,,,,15.5712,,,,0.26,88.4,Primary Transit,1.15,,6199.0,1.4,0.11
HIP 41378 c,,,,31.6978,,,,0.228,89.58,Primary Transit,1.15,,6199.0,1.4,0.11
HIP 41378 d,,,,157.0,,,,0.353,,Primary Transit,1.15,,6199.0,1.4,0.11
HIP 41378 e,,,,131.0,,,,0.49200000000000005,,Primary Transit,1.15,,6199.0,1.4,0.11
HIP 41378 f,,,,324.0,,,,0.91,,Primary Transit,1.15,,6199.0,1.4,0.11
HIP 5158 b,1.44,1.44,0.89,345.63,0.54,70.0,54580.49,,,Radial Velocity,0.78,6.0,4962.0,,0.1
HIP 5158 c,15.04,15.04,7.7,9018.0,0.14,142.0,,,,Radial Velocity,0.78,6.0,4962.0,,0.1
HIP 54373 b,0.02712,0.02712,0.063,7.76,0.2,72.34,,,,Radial Velocity,0.57,,4021.0,,
HIP 54373 c,0.03914,0.03914,0.099,15.144,0.2,122.37,,,,Radial Velocity,0.57,,4021.0,,
HIP 57050 b,0.298,0.298,0.16350599999999998,41.397,0.314,238.1,,,,Radial Velocity,0.34,,3190.0,0.4,0.32
HIP 57050 c,0.21414,0.21414,0.912,532.58,0.342,210.4,2451581.046,,,Radial Velocity,0.34,,3190.0,0.4,0.32
HIP 57274 b,0.036000000000000004,0.036000000000000004,0.07,8.1352,0.187,81.0,2454801.015,,,Radial Velocity,0.73,7.87,4640.0,0.68,0.09
HIP 57274 c,0.41,0.41,0.17800000000000002,32.03,0.05,256.2,2455793.035,,,Radial Velocity,0.73,7.87,4640.0,0.68,0.09
HIP 57274 d,0.527,0.527,1.01,431.7,0.27,187.2,,,,Radial Velocity,0.73,7.87,4640.0,0.68,0.09
HIP 63242 b,9.18,9.18,0.565,124.6,0.23,118.2,2455376.2,,,Radial Velocity,1.54,,,,0.31
HIP 64892 b,33.0,,159.0,,,,,,,Imaging,2.35,0.016,10400.0,1.79,
HIP 65407 b,0.428,0.428,0.177,28.125,0.14,50.0,2456990.8,,,Radial Velocity,0.93,,5460.0,,0.25
HIP 65407 c,0.784,0.784,0.316,67.3,0.12,341.0,2457047.0,,,Radial Velocity,0.93,,5460.0,,0.25
HIP 65426 b,9.0,,92.0,,,,,1.5,,Imaging,1.96,0.013999999999999999,8840.0,1.77,
HIP 65891 b,6.0,6.0,2.81,1084.5,0.13,355.5,2456014.8,,,Radial Velocity,2.5,,5000.0,8.93,0.16
HIP 67537 b,11.1,11.1,4.96,2592.5,0.59,120.7,2456293.3,,,Radial Velocity,2.41,,4985.0,8.69,0.15
HIP 67851 b,1.38,1.38,0.46,88.9,0.05,138.1,2452997.8,,,Radial Velocity,1.63,,4890.0,5.52,0.0
HIP 67851 c,5.98,5.98,3.82,2131.8,0.17,166.5,2452684.1,,,Radial Velocity,1.63,,4890.0,5.52,0.0
HIP 68468 b,0.011000000000000001,0.011000000000000001,0.029743000000000002,1.8372,0.41,,,,,Radial Velocity,1.05,5.9,5857.0,,0.065
HIP 68468 c,0.094,0.094,0.665,194.0,0.04,,,,,Radial Velocity,1.05,5.9,5857.0,,0.065
HIP 70849 b,9.0,9.0,10.0,10000.0,0.6,,,,,Radial Velocity,0.63,3.0,4105.0,,
HIP 71135 b,0.0592,0.0592,0.335,87.19,0.21,115.6,,,,Radial Velocity,0.66,,4146.0,,
HIP 73990 b,21.0,,20.0,,,,,,,Imaging,1.72,0.015,7450.0,,
HIP 73990 c,22.0,,32.0,,,,,,,Imaging,1.72,0.015,7450.0,,
HIP 74865 b,28.0,,23.0,,,,,,,Imaging,1.42,0.015,6640.0,,
HIP 74890 b,2.4,2.4,2.1,822.3,0.07,181.9,2459820.4,,,Radial Velocity,1.74,,4850.0,5.77,0.2
HIP 75458 b,9.39,8.82,1.275,510.72,0.713,92.5,2452015.36,,69.9,Radial Velocity,1.4,,4445.0,12.8,0.15
HIP 77900 b,20.0,,3200.0,,,,,,,Imaging,,,13700.0,,
HIP 78530 b,23.04,,710.0,,,,,,,Imaging,2.5,0.011000000000000001,10500.0,,
HIP 79098 (AB) b,20.5,,345.0,,,,,,,Imaging,,,,,
HIP 79431 b,2.1,2.1,0.36,111.7,0.29,287.4,2454980.3,,,Radial Velocity,0.49,,3191.0,,0.4
HIP 8541 b,5.59,5.59,2.8,1560.0,0.16,294.0,2459346.9,,,Radial Velocity,1.17,,4670.0,7.83,0.15
HIP 91258 b,1.068,1.068,0.057,5.0505,0.024,276.0,2456164.275,,,Radial Velocity,0.95,2.4,5519.0,,0.23
HIP 97233 b,20.0,20.0,2.55,1058.8,0.61,249.3,2455856.3,,,Radial Velocity,1.93,,5020.0,5.34,0.29
HN Peg b,16.0,,795.0,,,,,1.1,,Imaging,1.0,0.2,,,
HR 2562 b,26.0,,20.3,,,,,,,Imaging,1.3,0.6,,,0.015
HR 3549 b,45.0,,80.0,,,,,,,Imaging,,0.125,10207.0,,
HR 7329,35.0,,,,,,,,,Imaging,,0.03,,,
HR 810 b,2.26,2.26,0.925,320.1,0.161,83.0,2450307.0,,,Radial Velocity,1.11,3.6,5997.0,1.85,0.25
HR 858 b,,,0.048,3.5859900000000002,0.3,,,0.18600999999999998,85.5,Primary Transit,1.145,,6201.0,1.31,0.14
HR 858 c,,,0.07400000000000001,5.97293,0.19,,,0.17299,86.23,Primary Transit,1.145,,6201.0,1.31,0.14
HR 858 d,,,0.1027,11.23,0.28,,,0.19305999999999998,87.43,Primary Transit,1.145,,6201.0,1.31,0.14
HR 8799 b,7.0,,68.0,164250.0,0.0,,,1.2,28.0,Imaging,1.56,0.06,,1.5,0.47
HR 8799 c,8.3,,42.9,82145.0,0.0,,,1.3,28.0,Imaging,1.56,0.06,,1.5,0.47
HR 8799 d,8.3,,27.0,41054.0,0.1,80.2,,1.2,28.0,Imaging,1.56,0.06,,1.5,0.47
HR 8799 e,9.2,,16.4,18000.0,0.15,,,1.17,25.0,Imaging,1.56,0.06,,1.5,0.47
HU Aqr (AB) c,5.9,,6.18,5646.0,0.29,351.0,2450050.0,,,Timing,1.0,,,,
HW Vir (AB) b,14.3,,4.69,4640.0,0.4,342.0,2452410.0,,,Timing,0.627,,,,
IC 4651 9122 b,6.3,6.3,2.0380000000000003,734.0,0.18,118.5,2454605.6,,,Radial Velocity,2.0,,,,0.12
J1324+63,11.5,,,,,,,1.23,56.0,Imaging,,0.15,,,
J1433 b,57.1,,,0.054000000000000006,,,,,84.36,Primary Transit,0.8,,13200.0,,
K2-10 b,0.085,0.085,,19.3044,0.31,,,0.34299999999999997,88.5,Primary Transit,0.92,,5620.0,0.98,0.07
K2-100 b,,,,1.673916,0.24,,,0.31,85.1,Primary Transit,1.18,0.8,6120.0,1.19,
K2-105 b,0.094,,,8.266902,,,,0.32,88.95,Primary Transit,1.01,0.6,5434.0,0.95,0.26
K2-106 b,0.0263,,0.0116,0.571292,0.0,,,0.136,86.4,Primary Transit,0.93,5.0,5814.0,0.83,0.025
K2-106 c,0.018000000000000002,,0.105,13.3397,0.18,178.0,,0.22,89.35,Primary Transit,0.93,5.0,5814.0,0.83,0.025
K2-107 b,0.84,,0.048,3.3139199999999995,,,,1.44,81.9,Primary Transit,1.3,4.25,6030.0,1.78,0.1
K2-108 b,0.187,,0.0573,4.73401,0.18,,,0.47100000000000003,,Primary Transit,1.121,7.8,5474.0,1.75,0.33
K2-11 b,,,0.2257,39.937670000000004,,,,0.674,,Primary Transit,1.35,,5433.0,5.15,0.12
K2-110 b,0.0525,,0.1021,13.86375,0.079,90.0,,0.2312,89.35,Primary Transit,0.738,8.0,5010.0,0.713,0.34
K2-12 b,,,0.0802,8.282119999999999,,,,0.20800000000000002,,Primary Transit,1.01,,5800.0,1.01,0.03
K2-124 b,0.033,,0.049,6.413651,,,,0.259,89.03,Primary Transit,0.39,,3570.0,0.38799999999999996,
K2-13 b,,,0.2114,39.91488,,,,0.16899999999999998,,Primary Transit,0.8,0.78,5698.0,0.78,0.54
K2-136 b,,,,7.975292,0.1,12.0,,0.08800000000000001,89.3,Primary Transit,0.74,,4499.0,0.66,0.15
K2-136 c,,,,17.307137,0.13,24.0,,0.267,89.6,Primary Transit,0.74,,4499.0,0.66,0.15
K2-136 d,,,,25.575065,0.14,2.0,,1.45,89.4,Primary Transit,0.74,,4499.0,0.66,0.15
K2-137 b,0.7,,0.0058,0.179715,,,,0.079,89.6,Primary Transit,0.46299999999999997,,3492.0,0.442,0.08
K2-138 b,,,0.0338,2.35322,0.0,,,0.14,86.9,Primary Transit,0.93,,5378.0,0.86,0.16
K2-138 c,,,0.044539999999999996,3.5598699999999996,0.0,,,0.225,87.5,Primary Transit,0.93,,5378.0,0.86,0.16
K2-138 d,,,0.05882999999999999,5.404780000000001,0.0,,,0.237,87.9,Primary Transit,0.93,,5378.0,0.86,0.16
K2-138 e,,,0.07807,8.261439999999999,0.0,,,0.294,88.7,Primary Transit,0.93,,5378.0,0.86,0.16
K2-138 f,,,0.1043,12.757589999999999,0.0,,,0.251,89.03,Primary Transit,0.93,,5378.0,0.86,0.16
K2-139 b,0.381,,0.1811,28.38229,0.0,,,0.812,89.55,Primary Transit,0.9179999999999999,1.8,5287.0,0.86,0.21
K2-14 b,,,0.0627,8.36802,,,,0.429,,Primary Transit,0.47,,3789.0,0.45,0.37
K2-140 b,0.93,,0.068,6.5691880000000005,0.12,98.88,,1.21,88.3,Primary Transit,0.96,9.8,5585.0,1.06,0.1
K2-141 b,0.016,,6.7,0.28032440000000003,0.0,90.0,,0.135,86.3,Primary Transit,0.708,6.3,4599.0,0.6809999999999999,0.06
K2-141 c,0.023,,,7.7485,0.0,90.0,,0.62,87.2,Primary Transit,0.708,6.3,4599.0,0.6809999999999999,0.06
K2-15 b,,,0.091,11.8104,,,,0.221,,Primary Transit,0.72,,5131.0,0.68,0.46
K2-16 b,,,0.0662,7.6188,,,,0.18,,Primary Transit,0.68,,4761.0,0.66,0.33
K2-16 c,,,0.122,19.07863,,,,0.22699999999999998,,Primary Transit,0.68,,4761.0,0.66,0.33
K2-17 b,,,0.11900000000000001,17.96753,,,,0.19899999999999998,,Primary Transit,0.71,,4320.0,0.66,0.15
K2-174 b,0.0289,,0.126,19.562307,,,,0.23199999999999998,89.95,Primary Transit,0.7,,4455.0,0.6759999999999999,0.113
K2-18 b,0.028069999999999998,,0.1429,32.939623,0.2,,,0.2114,89.5785,Primary Transit,0.413,,3503.0,0.39399999999999996,0.09
K2-180 b,0.036000000000000004,,0.075,8.8665,,,,0.2,88.9,Primary Transit,0.71,9.5,5110.0,0.69,0.65
K2-19 b,0.187,0.187,0.077,7.9194,0.11900000000000001,179.0,,0.691,88.83,Primary Transit,0.93,8.0,5430.0,0.86,0.1
K2-19 c,0.031,,0.1032,11.90715,0.095,237.0,,0.434,89.91,Primary Transit,0.93,8.0,5430.0,0.86,0.1
K2-19 d,,,,2.5085599999999997,,,,0.102,,Primary Transit,0.93,8.0,5430.0,0.86,0.1
K2-216 b,0.0249,,0.027999999999999997,2.1747900000000002,0.0,,,0.161,87.1,Primary Transit,0.7,,4503.0,0.72,0.0
K2-22 b,1.4,,0.0088,0.381071,,,,0.25,,Primary Transit,0.6,,3830.0,0.57,0.03
K2-229 b,0.00815,,0.012888,0.584249,0.0,,,0.10385,83.9,Controversial,0.8370000000000001,5.4,5185.0,0.7929999999999999,0.06
K2-229 c,0.067,,0.07577,8.328339999999999,0.0,,,0.1891,87.94,Primary Transit,0.8370000000000001,5.4,5185.0,0.7929999999999999,0.06
K2-229 d,0.079,,0.182,31.0,0.39,,,0.2364,88.92,Primary Transit,0.8370000000000001,5.4,5185.0,0.7929999999999999,0.06
K2-231 b,0.0227,,,13.841,,,,0.223,88.6,Primary Transit,1.01,3.0,5695.0,0.95,0.14
K2-237 b,1.6,,0.037000000000000005,2.18056,0.0,90.0,,1.65,84.3,Primary Transit,1.28,,6257.0,1.43,0.14
K2-238 b,0.86,,0.046,3.20466,0.0,90.0,,1.3,84.5,Primary Transit,1.19,5.63,5630.0,1.59,0.34
K2-24 b,0.0661,0.0661,0.154,20.8851,,,,0.52,89.25,Primary Transit,1.12,5.0,5743.0,1.21,0.42
K2-24 c,0.085,0.085,0.247,42.36342,,,,0.723,89.76,Primary Transit,1.12,5.0,5743.0,1.21,0.42
K2-26 b,,,,14.5665,,,,0.23800000000000002,89.22,Primary Transit,,,,,
K2-260 b,1.39,,0.0407,2.6266657,0.134,262.0,2457820.7569999998,1.5519999999999998,88.76,Primary Transit,1.39,1.9,6367.0,1.69,0.14
K2-261 b,0.223,,0.102,11.63344,0.39,143.0,2457907.58,0.85,88.4,Primary Transit,1.1,8.8,5537.0,1.65,0.36
K2-263  b,0.0466,,0.2573,50.818946999999994,,,,0.215,89.24,Primary Transit,0.88,7.0,5368.0,0.85,0.08
K2-264 b,,,0.050230000000000004,5.83977,0.0,,,0.2025,88.9,Primary Transit,0.47100000000000003,,3580.0,0.473,0.12
K2-264 c,,,0.11283,19.66365,0.0,,,0.2471,89.6,Primary Transit,0.47100000000000003,,3580.0,0.473,0.12
K2-265 b,0.02058,,0.033760000000000005,2.3691720000000003,0.084,,,0.1526,87.7,Primary Transit,0.915,9.7,5477.0,0.977,0.078
K2-27 b,0.0972,,0.06702000000000001,6.77145,0.25,,,0.397,88.4,Primary Transit,0.89,,5320.0,0.85,0.14
K2-28 b,,,0.0214,2.260455,,,,0.207,88.9,Primary Transit,0.257,,3214.0,0.28800000000000003,0.26
K2-285 b,0.03046,,0.038169999999999996,3.471745,,,,0.2311,86.846,Primary Transit,0.83,,4975.0,0.787,0.0
K2-285 c,0.04933,,0.0824,7.1380479999999995,,,,0.3149,89.861,Primary Transit,0.83,,4975.0,0.787,0.0
K2-285 d,0.0205,,0.1178,10.45582,,,,0.2213,89.6431,Primary Transit,0.83,,4975.0,0.787,0.0
K2-285 e,0.0337,,0.18041,14.762889999999999,,,,0.174,89.7994,Primary Transit,0.83,,4975.0,0.787,0.0
K2-287 b,0.315,,0.1206,14.893291,0.478,10.1,,0.847,88.13,Primary Transit,1.056,4.5,5695.0,1.07,0.2
K2-288B b,,,0.16399999999999998,31.393463,,,,0.152,89.81,Primary Transit,0.33,1.0,3341.0,0.32,0.21
K2-289 b,0.1529,,0.107,13.156969,,,,0.812,88.48,Primary Transit,0.953,,5529.0,1.025,0.162
K2-29 b,0.73,0.73,0.04217,3.2588321,0.066,132.0,,1.19,86.656,Primary Transit,,,,,
K2-290 b,0.0664,,0.0923,9.21165,0.0,,,0.273,88.14,Primary Transit,1.194,4.0,6302.0,1.511,0.06
K2-290 c,0.774,,0.305,48.36685,0.0,,,1.006,89.37,Primary Transit,1.194,4.0,6302.0,1.511,0.06
K2-291 b,0.020419999999999997,,0.03261,2.225172,0.0,,,2.2,85.25,Primary Transit,0.934,3.72,5520.0,0.899,0.08
K2-292 b,0.0771,,0.13,16.9841,0.04,104.0,,0.2346,88.4,Primary Transit,1.0,6.8,5725.0,1.09,0.07
K2-293 b,,,0.1,13.1225,,,,0.2186,88.8,Primary Transit,0.958,,5532.0,0.9470000000000001,
K2-294 b,,,0.036000000000000004,2.50387,,,,0.1472,85.5,Primary Transit,0.987,,5612.0,1.2,
K2-3  b,0.020390000000000002,,0.0775,10.054625999999999,0.06,,,0.19399999999999998,89.59,Primary Transit,0.612,1.0,3951.0,0.5529999999999999,0.3
K2-3 c,0.00673,,0.1405,24.646582000000002,0.04,,,0.165,89.7,Primary Transit,0.612,1.0,3951.0,0.5529999999999999,0.3
K2-30 b,0.624,0.623,0.04986,4.098507,0.027000000000000003,120.0,,1.196,86.32,Primary Transit,0.9840000000000001,,5581.0,0.941,0.136
K2-31 b,1.774,,0.022000000000000002,1.25785,,,,1.06,79.9,Primary Transit,0.91,,5280.0,0.78,0.08
K2-32 b,0.0664,,0.08035,8.99213,0.21,,,0.4425,89.0,Primary Transit,0.87,,5315.0,0.87,0.0
K2-32 c,0.0381,,0.1399,20.66186,,,,0.2444,88.23,Primary Transit,0.87,,5315.0,0.87,0.0
K2-32 d,0.11,,0.1862,31.7142,,,,0.2917,88.4,Primary Transit,0.87,,5315.0,0.87,0.0
K2-32 e,,,0.049510000000000005,4.34882,,,,0.0901,,Primary Transit,0.87,,5315.0,0.87,0.0
K2-33 b,3.6,,0.0409,5.42513,0.0,,,0.451,89.1,Primary Transit,0.54,0.0095,3540.0,1.06,
K2-34 b,1.78,1.76,0.04419,2.995607,0.0,,,1.35,82.06,Primary Transit,1.281,,6132.0,1.526,0.24
K2-35 b,,,0.0306,2.3999099999999998,,,,0.0964,86.1,Primary Transit,0.6629999999999999,,4426.0,0.601,0.04
K2-35 c,,,0.0539,5.6090599999999995,,,,0.151,87.85,Primary Transit,0.6629999999999999,,4426.0,0.601,0.04
K2-36 b,,,0.0223,1.422614,,,,0.1276,84.45,Primary Transit,0.8,,4924.0,0.74,0.03
K2-36 c,,,0.054000000000000006,5.34088,,,,0.285,86.917,Primary Transit,0.8,,4924.0,0.74,0.03
K2-39 b,0.125,,0.062,4.60543,0.152,,,0.73,80.0,Primary Transit,1.53,3.09,4881.0,3.88,0.32
K2-4 b,,,0.0777,10.00329,,,,0.21100000000000002,,Primary Transit,0.63,,4197.0,0.6,0.12
K2-5 b,,,0.0509,5.73491,,,,0.171,,Primary Transit,0.53,,4102.0,0.52,0.51
K2-5 c,,,0.0783,10.93406,,,,0.171,,Primary Transit,0.53,,4102.0,0.52,0.51
K2-52 b,0.4046,,0.054000000000000006,3.5355055,,,,1.6059999999999999,86.46,Primary Transit,1.6909999999999998,,7147.0,2.1919999999999997,0.055
K2-53 b,0.0289,,0.098,12.20772,,,,0.23199999999999998,89.32,Primary Transit,0.851,,5263.0,0.807,0.037000000000000005
K2-55 b,0.138,,0.0347,2.849275,0.124,195.0,,0.3952,88.0,Primary Transit,0.688,,4300.0,0.715,0.376
K2-6 b,,,0.1898,30.941909999999996,,,,0.223,,Primary Transit,0.97,,5850.0,0.96,0.14
K2-60 b,0.426,,0.045,3.00265,,,,0.6829999999999999,88.49,Primary Transit,0.97,10.0,5500.0,1.12,0.01
K2-66 b,0.067,,0.059829999999999994,5.06963,,,,0.222,86.6,Primary Transit,1.11,,5887.0,1.67,0.047
K2-7 b,,,0.1814,28.679920000000003,,,,0.23800000000000002,,Primary Transit,0.97,,5772.0,0.96,0.07
K2-77 b,1.9,1.9,,8.199796000000001,0.14,89.0,,0.205,88.7,Primary Transit,0.8,0.7,4970.0,0.76,0.29
K2-8 b,,,0.0856,10.35239,,,,0.319,,Primary Transit,0.79,,4890.0,0.74,0.01
K2-8 c,,,,2.5085599999999997,,,,0.215,,Primary Transit,0.79,,4890.0,0.74,0.01
K2-87 b,0.1192,,0.094,9.726617999999998,,,,0.6779999999999999,87.74,Primary Transit,1.1640000000000001,,5747.0,1.4,0.32799999999999996
K2-9 b,,,0.0848,18.448829999999997,,,,0.14300000000000002,,Primary Transit,0.24,,3468.0,0.25,0.46
K2-90 b,0.027999999999999997,,0.096,13.733314000000002,,,,0.23199999999999998,89.24,Primary Transit,0.629,,4484.0,0.619,0.225
K2-95 b,1.67,,0.0653,10.134588,0.16,283.0,,0.33,89.25,Primary Transit,0.43,0.8,3410.0,0.44,0.2
K2-97 b,1.1,,,8.4061,,,,1.31,,Primary Transit,1.16,7.8,211351816.0,4.2,0.42
K2-99 b,0.97,,0.159,18.249000000000002,0.19,,,1.29,87.7,Primary Transit,1.6,2.4,5990.0,3.1,0.2
KELT-1 b,27.23,,0.02472,1.217514,0.01,61.0,2455914.08,1.15,87.6,Primary Transit,1.335,1.75,6516.0,1.4709999999999999,0.052000000000000005
KELT-10 b,0.679,0.679,0.0525,4.166285,10.7,,,1.399,88.61,Primary Transit,1.112,4.5,5948.0,1.209,0.09
KELT-11 b,0.195,,0.06229,4.736529,0.0,,,1.37,85.8,Primary Transit,1.4380000000000002,,5370.0,2.72,0.18
KELT-12 b,0.95,,0.0617,5.0316144,0.0,,,1.79,84.45,Primary Transit,1.239,0.8,6330.0,1.291,0.23
KELT-15 b,0.92,0.91,0.046130000000000004,3.3294410000000005,,,,1.443,79.67,Primary Transit,1.181,,6003.0,1.4809999999999999,0.047
KELT-16 b,2.75,2.74,0.02044,0.9689950999999999,,,,1.415,,Primary Transit,1.2109999999999999,2.9,6236.0,1.36,0.002
KELT-17 b,1.31,,0.04881,3.0801716,,,,1.525,,Primary Transit,1.635,,7454.0,1.645,0.018000000000000002
KELT-18 b,1.18,,0.0455,2.8717517999999997,0.0,,,1.57,88.86,Primary Transit,1.524,1.9,6670.0,1.9080000000000001,0.09
KELT-19 A b,4.07,,4.6,4.6117093,,,,1.91,85.41,Primary Transit,1.62,1.1,7500.0,1.83,0.12
KELT-2 A b,1.486,,0.054979999999999994,4.113791399999999,0.185,160.0,2455974.83,1.306,,Primary Transit,1.31,,6148.0,1.8419999999999999,0.015
KELT-21 b,3.91,,0.052239999999999995,3.6127647000000005,,,,1.5859999999999999,86.46,Primary Transit,1.4580000000000002,1.6,7598.0,1.6380000000000001,0.405
KELT-22A b,3.47,,0.02508,1.3866528999999999,,,,1.285,,Primary Transit,1.092,2.6,5767.0,1.099,0.259
KELT-24 b/MASCARA-3 b,5.18,,0.06971000000000001,5.5514925999999996,0.085,41.0,2457146.6,1.272,89.16,Primary Transit,1.4609999999999999,0.77,6508.0,1.506,0.188
KELT-3 b,1.4180000000000001,,0.04117,2.7033902000000003,0.0,,,1.3330000000000002,84.6,Primary Transit,1.2819999999999998,3.0,6304.0,1.482,0.048
KELT-4 A b,0.884,0.878,0.043210000000000005,2.9895932999999997,0.03,300.0,2456190.3019999997,1.706,83.11,Radial Velocity,1.204,4.38,6207.0,1.61,0.11599999999999999
KELT-6 b,0.442,0.442,0.08,7.845582,0.028999999999999998,308.0,,1.18,88.81,Primary Transit,1.126,4.9,6272.0,1.5290000000000001,0.27
KELT-6 c,3.71,3.71,2.39,1276.0,0.21,268.7,,,,Radial Velocity,1.126,4.9,6272.0,1.5290000000000001,0.27
KELT-7 b,1.29,1.28,0.04415,2.7347749,,,,1.5330000000000001,83.76,Primary Transit,1.535,1.3,6789.0,1.732,0.139
KELT-8 b,0.8740000000000001,0.867,0.04571,3.2440599999999997,0.035,85.0,2456870.47,1.86,82.65,Primary Transit,1.2109999999999999,5.4,5754.0,1.67,0.27
KIC 10001893 d,,,,0.81161,,,,,,Timing,0.47,,26700.0,,
KIC 10024862 b,,,,567.0445,,,,0.49,89.868,Primary Transit,1.07,,6616.0,1.11,0.07
KIC 10255705 b,,,1.6,707.3793,0.0,,,0.65,89.75,Primary Transit,1.1,,5030.0,2.12,0.13
KIC 10544976 (AB) b,13.4,13.4,6.56,6136.0,0.29,211.0,,,,Timing,,,,,
KIC 11152511 b,,,0.85,287.363,0.67,37.0,,0.36,89.39,Primary Transit,1.01,,5273.0,2.08,0.1
KIC 12454613 b,,,1.54,736.3819,0.16,,,0.228,89.95,Primary Transit,0.87,,5420.0,0.82,0.03
KIC 5010054 b,,,1.86,904.24,0.0,,,0.62,89.79,Primary Transit,1.05,,5550.0,2.17,
KIC 5094412 b,,,0.78,276.88,0.0,,,0.51,89.74,Primary Transit,0.82,,5313.0,0.8,0.327
KIC 5095269 (AB) b,7.6979999999999995,,,237.70817000000002,0.0604,27.67,,,105.92,Timing,,,,,
KIC 5522786 b,,,1.98,757.1639,0.56,20.0,,0.11,89.86,Primary Transit,1.79,,8719.0,1.3,0.03
KIC 5732155 b,,,1.52,644.1685,0.0,,,1.14,89.76,Primary Transit,1.13,,5755.0,1.99,0.03
KIC 6185331 b,,,0.2672,49.769709999999996,,,,0.529,89.2,Primary Transit,1.0270000000000001,8.7,5619.0,1.27,0.11
KIC 6372194 b,,,0.78,281.5848,0.65,360.0,,0.74,89.69,Primary Transit,0.8,,5233.0,0.75,0.37
KIC 7917485 b,11.8,,2.03,840.0,0.15,,,,,Other,1.63,,7067.0,,0.02
KIC 8012732 b,,,,431.4681,,,,0.87,89.741,Primary Transit,0.92,,6221.0,1.22,0.2
KIC 9413313 b,,,,,,,,,,Primary Transit,0.95,,5359.0,1.45,0.02
KIC 9662267 b,,,1.12,466.202,0.11,1.7,,0.34,89.82,Primary Transit,0.86,,5602.0,0.89,0.03
KIC 9704149 b,,,1.46,697.0159,0.29,7.4,,0.4,89.95,Primary Transit,0.86,,5640.0,0.78,0.16
KMT-2016-BLG-1107 b,3.283,,0.342,,,,,,,Microlensing,0.087,,,,
KMT-2016-BLG-1397 b,7.0,,5.1,,,,,,,Microlensing,0.45,,,,
KMT-2016-BLG-1820 b,4.57,,1.08,,,,,,,Microlensing,0.039,,,,
KMT-2016-BLG-2142 b,15.49,,0.83,,,,,,,Microlensing,0.073,,,,
KMT-2017-BLG-0165L b,0.107,,3.45,,,,,,,Microlensing,0.76,,,,
KMT-2017-BLG-1038 b,2.4,,1.9,,,,,,,Microlensing,0.43,,,,
KMT-2017-BLG-1146 b,0.85,,1.7,,,,,,,Microlensing,0.4,,,,
KMT-2018-BLG-0029 b,0.02017,,3.94,,,,,,,Microlensing,1.06,,,,
KMT-2018-BLG-1292 b,4.9,,6.8,,,,,,,Microlensing,1.6,,,,
KMT-2018-BLG-1990L b,0.57,,7.2,,,,,,,Microlensing,0.14,,,,
KOI-188 b,0.25,0.25,0.0464,3.79701816,0.33,,,0.978,87.02,Primary Transit,0.93,5.0,5170.0,0.86,0.24
KOI-192 b,0.29,0.29,0.091,10.290994,0.57,,,1.23,89.5,Primary Transit,0.96,7.0,5800.0,1.35,0.19
KOI-195 b,0.34,0.34,0.0414,3.21751883,0.18,,,1.09,85.74,Primary Transit,0.91,6.0,5725.0,0.92,0.21
KOI-2700 b,0.00271,,,0.9100219999999999,,,,0.0946,,Primary Transit,0.632,,4433.0,0.574,0.2
KOI-368.01,,,0.581,110.3216,,,,1.83,89.221,Primary Transit,2.17,,9257.0,2.043,0.07
KOI-415 b,62.14,,0.593,166.78805,0.698,44.9,,0.79,89.31,Primary Transit,0.94,10.5,5810.0,1.25,0.24
KOI-4427.01,,,0.419,147.6606,0.02,,,0.16399999999999998,89.97,Primary Transit,0.526,3.6,3813.0,0.505,0.07
KOI-5833 b,,,,440.167,,,,0.31,89.57,Primary Transit,0.98,,6277.0,1.0,0.46
KOI-5929 b,,,,466.0001,,,,0.37,89.947,Primary Transit,0.86,,5830.0,0.82,0.14
KOI-682 b,,,,562.70945,,,,0.88,89.851,Primary Transit,1.02,,5589.0,1.17,0.34
KOI-771 b,,,,670.6502,,,,1.23,89.535,Primary Transit,0.95,,5520.0,0.94,0.48
KPS-1 b,1.09,,0.0269,1.706291,0.0,,,1.03,83.2,Primary Transit,0.892,,5165.0,0.907,0.22
Kepler-10 b,0.01048,,0.01685,0.83749026,0.06,,,0.1311,84.8,Primary Transit,0.91,10.6,5708.0,1.065,0.15
